comment;sentiment
ok anoche sone ahora con miley cyrus que eramos super amigas y trabajabamos en una farmacia juntas y llego un cliente peleando porque queria ginebra y no teniamos;Tristeza
quiero un planeador pero joder que yo no recordaba que esas cosas fueran tan costosas;Tristeza
tengo mareos;Tristeza
tropece con un toque de realidad;Tristeza
te abrazo anto;Tristeza
cada dia en mi trabajo es un enredo;Tristeza
auxiliooooooooooo esa boda cada vez mas cerca;Tristeza
que feo;Tristeza
hasta a mi me tiene pasando trabajo;Tristeza
cuando no solo das asesoria financiera sino que aparte........ te toca hacer la asesoria juridica;Tristeza
yo feliz subiendo fotos en la playa y a gloria saldarriaga le da por subir fotos en la playa tambien opacando las mias;Tristeza
?que es mejor un bombon o un maxibon...? pues eso.;Tristeza
hablando con mi hermano y kiero llorar diosmio i miss him sm maldito chavez;Tristeza
quiero empezar el gimnasio en la uni;Tristeza
yo tuve la version moderna, el razer, igual con su cierre dramatico de la tapita como me gustaba ese cel;Tristeza
que diaaa estoy cansado;Tristeza
trabajar en el sector agricola es que un cigarron casi te pique , por el tipo de crema corporal y perfume que usas. que loquis.;Tristeza
admito que lo extrano;Tristeza
ok ok ok es que son de origen socialista quiero decir son como en venezuela descendientes de criminales no se si me explico son criminales quise decir socialistas o de tendencia izquierdista el nuevo hombre humanistas uds me entienden.... . creo que me explique;Tristeza
porfi convence a jhoan para que me lo busque;Tristeza
mi hermosa lau, rambo debemos operarlo , y darlo en adopcion . podria quedar ciego, no duraria nada en las calles;Tristeza
no voy a llorar no;Tristeza
se me dano el cargador del telefono;Tristeza
hagan esto con sus ultimos dos emojis / \ \__ _/ / _// \;Tristeza
me quiero enterrar viva;Tristeza
impactante las declaraciones de abuso por parte de talentos venezolanos,siempre espero que haya justicia para las victimas de cualquier tipo de abuso y esclarecimiento sobre acusados, emitir injurias esta mal, son casos bien dificiles para ambas partes;Tristeza
a mi me toca terminarlo el viernes;Tristeza
luffy increible, me da dolor cuando llega todo conaciado y le dice doctor vive y despues le llega a la vieja con la bandera y que quiero ser doctor enseneme, voy a curar a todo un pais y uno como que weeey ya;Tristeza
puedo estar de lo mas que en menos de dos minutos puedo estar en 3%;Tristeza
quiero despertar un dia y que el covid ya no exista!! ya es demasiado;Tristeza
no tengo pitis y encima he perdido el carnet de conducir, todo mal de vd;Tristeza
me duelen horribles las piernas;Tristeza
te un antojo inmenso, de comer helado asi de comer mucho, hasta que me de frio en el cerebro y me empalague. bueno, asi;Tristeza
nunca le habia confesado esto a nadie pero... soy adicta a la coca cola;Tristeza
que desgracia!! el nivel de maldad aumenta cada dia en una sociedad carente de todo y que no piensa mas alla de sus miseros intereses personales hace falta un tipo de justicia implacable! sin beneficios para tantas aberraciones. corrupcion! violacion! infanticidio! homicidio!;Tristeza
lo peor del caso, es que conozco much asi!!;Tristeza
tuve una paciente que usaba el humor incluso en una situacion de secuestro asi que no, no eres el unico;Tristeza
jajajajajajaja boba, te extrano;Tristeza
la peor noticia;Tristeza
peligroso en la esquina de plaza de toros el semaforo esta casi en el suelo;Tristeza
soy la unica que se cae caminando en la calle.;Tristeza
a mi se me hace que no;Tristeza
dios mio hasta cuando tantas muertes de personas especiales y con un gran corazon;Tristeza
ahora que vivo con mi abuela descubri que la habladera por celular de mi mama es de familia, mi tia y mi abuela son peor;Tristeza
me desanima mucho y hasta me entristece saber que hay personas que acuden a mi con la esperanza de una solucion, y no poderselas dar me frustra;Tristeza
quiero hacer un sexting del diavlo pero tengo a un familiar durmiendo en la misma habitacion en donde estoy;Tristeza
ok pero las iniciativas de las personas de ayudar a quienes venden productos en la calle, cada vez veo mas videos asi los sosprenden asi sea con 20$ y siempre termino llorando que humildad la de esas personas. dios la bendiga siempre;Tristeza
una semana mas y ya te tendre en mis brazos;Tristeza
quiero torta;Tristeza
ninguno se consigue en venezuela;Tristeza
definitivamente estoy vieja el tiempito libre lo tengo para ir al medico y para hacer cosa del hogar jajajaja;Tristeza
dep heidelise als gracias por tu trabajo,por ayudarnos a avanzar en los cuidados de los recien nacid prematur;Tristeza
descanse en paz, dios le reciba en su santa gloria.;Tristeza
la groupie hace que mi lado feminista quede por el suelo, me encanta mal;Tristeza
que todo terminaria pronto, lo sabiamos. cmk pero nunca pensamos que empezaria por lo mas improbable. adios casemiro #realmadrid #manchester #laliga #premierleague #rmfans;Tristeza
como es que ya salio el nuevo album de demi y no he podido escucharlo #holyfvck;Tristeza
muchos o la gran mayoria, estan viendo para el techo y en silencio. por mas que una quiera ayudar, es insuficiente y cada dia mas dificil ayudar a tantos, empezando por la familia..;Tristeza
muchas gracias;Tristeza
yo naci para tener mi propio carro y mi propio chofer;Tristeza
siii eso lo viiii tambien es otra teoria, pero no habia visto esta de q los padres los medicaban para dormir y eso. en verdad es un gran misterio;Tristeza
con lo sabrosos que me quedo el desayuno, se me me fue un poquito por el galillo viejo y casi me ahogo nombe no!;Tristeza
marcelys despierta a esta hora!;Tristeza
ya no podre dormir!;Tristeza
estoy llorando;Tristeza
que va ando con moridera;Tristeza
como q ya casi son las 3;Tristeza
yo dormi 13 horas y queria mas.;Tristeza
dios que triste...;Tristeza
hasta donde yo se el estaba acompanando a su hijo enfermo en esos momentos;Tristeza
quiero comer hamburguesa toda la semana;Tristeza
que esssssss??! que loco;Tristeza
se nos fue una excelente persona;Tristeza
ni cuando se fue cr7;Tristeza
que nunca falte el vallenato;Tristeza
ay no lo amo;Tristeza
quiero recostarme, abrazar a alguien y drenar todo para pararme recargado, reir y seguir adelante;Tristeza
se ve tan tierna y bonita y todo;Tristeza
que terrible esta noticia;Tristeza
chama deberia dolerle mas que no me tiene cerca que eso, es que acaso ya no me quiere? sino me quiere digamelo a la cara y ya;Tristeza
joda que miedo presentar un impuesto y que lo hayas hecho mal;Tristeza
es que no me hallo desde ayer, que tristeza.;Tristeza
estas vacaciones pasaron muy rapido;Tristeza
que talla es eso??;Tristeza
buenas noches. hoy me toco y fue un dia intenso, senti mucha adrenalina ahora;Tristeza
nada, que es esto? me desaparezco un dia y ya se va?;Tristeza
porfaaa;Tristeza
quisiera que este paro se acabara ya;Tristeza
ojala tenga suficientes seeders..tenia un disco duro de 4tb batocera con isos de dreamcast,psp,psx y consolas mas viejas y se fue a tomar por culo;Tristeza
no me podia antojar de otra cosa? no, yo quiero un abrazo de;Tristeza
siempre aunque mayormente terminan felices los tres porque la mujer siempre se consigue otro y el hombre nos quedamos solo esperando el amor no correspondido !!! no terapia otra vez .no lo he superado .;Tristeza
desgraciadamente es asi;Tristeza
no puedo dormir;Tristeza
manana es un dia en el que soy feliz pero no estara mi;Tristeza
no carino no eres el unico..;Tristeza
de verdad es horrorosa.!!!;Tristeza
absolutamente, estaban cansados supongo;Tristeza
estaba rica la pizza pero fue pequena;Tristeza
sucia rata dame detalles;Tristeza
que coco es el tolima para nacional, los asusta el nombre!;Tristeza
no he podido conseguir un pan rico aqui;Tristeza
y uno que es debil;Tristeza
no se tomo la molestia de decir que intento ayudarla tan siquiera, porque creen que una jeva que este buena automaticamente porque todos se la quieran coger tiene que estar feliz;Tristeza
esta es la hora que el internet se pone lento y es cuando mas lo necesito;Tristeza
en estos momentos no tengo palabras,solo dar las gracias por tanto apoyo de todos mis seres queridos y apreciados en santa cruz, aragua, venezuela;Tristeza
merece comer e una gallina;Tristeza
muy triste de verdad lo que pasa hoy en dia;Tristeza
para ir a mayapo uno no puede tomar el dia anterior;Tristeza
no estoy preparada psicologicamente para regresar manana al trabajo;Tristeza
dormir mucho se supone que deberia quitar las ojeras ?? porque yo siento que a mi me salen mas;Tristeza
nada peor que solar con comida y tener hambre;Tristeza
excelente palabra de vida sobretodo para mi que me he equivocado estos dias proverbios 2:11;Tristeza
no puedo leer las despedidas que le hacen sus companeros a casemiro #graciascasemiro;Tristeza
que tiene eso que ver con el baile. eras mi parejo y me echaste el carro;Tristeza
mi cuello y mi espalda;Tristeza
"agregar al anaquel: queso de cabra acema ""tocuyana"" pan traido de aguada grande crema soda marbel (aunque creo que esta extinta )";Tristeza
cono ya casi 4 anos;Tristeza
maldito dolor de muela;Tristeza
ojo por ojo hace al mundo mas ciego;Tristeza
y lo peor es que hay miles en esa misma situacion y no se ve la luz al final del tunel;Tristeza
no soporto ver como quieren adelantar el halloween y la navidad;Tristeza
se cayo el motor del carro;Tristeza
me hace falta mi mama, pero demasiado;Tristeza
amen a esta peticion... feliz ano nuevo amigo!!;Tristeza
el que entendio, entendio;Tristeza
"definitivamente este es el ""medellin futuro""";Tristeza
lastimosamente nada... solo que fue en el sector de sierra azul en el dmri perija;Tristeza
mami son las mujeres que le revisan las cuentas a sus maridos y t degan de seguir;Tristeza
lo que no me gusta de llevar a mi perrita a peluquear es que me toca esperar como 3 horas;Tristeza
q vaina tan fea;Tristeza
eso pasa.. y se siente horrible hay cosas que a veces se escapan de las manos..;Tristeza
"ingresaron con la nina a una habitacion, pasaron pocos segundos, y todos escuchamos el llanto de su mama mientras el medico salia... se me quedo grabada esta frase que dijo el doctor mientras caminaba frente de mi ""hora de la muerte 5:25pm""";Tristeza
buenos dias, asi quien quiere salir de la cama?;Tristeza
resumen de la semana: me he mojado todos los dias... parezco un pollo remojado cada vez que salgo llueve me agarra el palo de agua montandome en el carro o bajandome ya esto parece chiste;Tristeza
muy triste noticia;Tristeza
tengo un dolor de espalda que me recuerda que manana cumplo anos;Tristeza
solo 2 minutos por favor, ven un ratico tere.;Tristeza
yo creo que la peor ansiedad que uno puede tener es estar comiendo si fuera que no engordara, pero...;Tristeza
siento que han desaparecido 100 mujeres de venezuela;Tristeza
con depresion;Tristeza
este parasito pendejo estupido pidiendo libertad a los golpista terrorista ladrones guaribero asesinos vendar patria esos son los tales presos politicos no tiene verguenza defendiendo a terroristas asesinos que verguenzas para los venezolanos honestos;Tristeza
hoy estoy demasiado emocional compramos la cuna de nuestro bebecada dia es mas real!;Tristeza
"quisiera saber a donde fueron a dar tantos discursos, deseos y oraciones sobre ""la paz mundial"" #hamas #israel";Tristeza
me quede sin vidas en candy crush, ahora que hago?;Tristeza
esta fechas me colocan demasiado sensible, teniendo en cuenta que no veo como en 2 anos a mi hermano mayor y de paso me escribe un mensaje grandioso a veces no merecemos el gran amor que nos dan;Tristeza
como me pueden hacer estooooo????? apenas en venezuela van por el capitulo 30 pero igualllllll estoy sufriendooooo ?como pudieron matar a adriano? se pasaron no tienen perdon;Tristeza
ayyyy, te extranaba demasiado. mi corazon vuelve a sonreir por leer a mi lucero, a la lucero de siempre .;Tristeza
hay tanta musica bonita en el mundo y uno escuchando siempre lo mismo.;Tristeza
definitivamente los lunes no se tiene que trabajar;Tristeza
que felicidad ver esto. solo quienes amamos a nuestras mascotas sabemos lo dificil que es;Tristeza
que alguien me saque de la cabeza la increible belleza e imponencia del brutalismo... plsssss;Tristeza
y sigue en picada nuestra economia!;Tristeza
me siento tan mal por ese perrito;Tristeza
bro, quedaste en el 2017 ya vzla no esta asi, cambia el navegador;Tristeza
aqui no hay cojones, para hacer eso, el que los tenia bien puesto, ya no esta con nosotros;Tristeza
me la paso con ese dilema,en casa me dicen haz lo que puedas,no eres una maquina.;Tristeza
el osito ya se fue a su casa ... ya siento que lo extrano. me encanta ese osito;Tristeza
no quiero cometer mas indiscrecion es con mis bebes.;Tristeza
vida perra con los brackets esa mierda se despega con cualquier bobadas ahora uno no puede comer chicharron tranquilo;Tristeza
bueno siempre sale uno jodido a mi no me cumplio;Tristeza
hacer maletas si me aburre;Tristeza
ahora necesito mas ayuda;Tristeza
pa estas cosas es que yo digo, quisiera tener plata hpta;Tristeza
vi la peli de lightyear y ahora tengo gay;Tristeza
tristemente es cierto;Tristeza
necesito 6$ paypal (urgente);Tristeza
en las circunstancias actuales el mensaje es valido por la coyuntura de la pandemia, pero no tendria porque ser asi. es que incluso asi estemos en pandemia no deberiamos tener miedo a nuestra a manifestarnos a cualquier hora. asi de mal estamos;Tristeza
yo en medio de una crisis y leonel riendose de mi;Tristeza
#puebloslibresenvictoria comandante por favor pongale lupa al hospital simon bolivar de mariara hay muchos problemas el poder popular necesita de su intervencion, esta en terapia intensiva sin una cama buena para los pacientes hospitalizados los banos un desastre;Tristeza
desde mayo 2016 era solicitado? se fijan q cuando hay voluntad de querer hacer las cosas se logran! osea desde el 2016 no habian podido o querido buscarlo? es enserio? indignacion total por la fuga del koki y los demas.;Tristeza
intentalo. es chevere;Tristeza
me hubiera ir pero estoy de guardia;Tristeza
naguevonah ojala esa foto sea 5% cierto en nuestro sistema de atencion... sonar no cuesta nada;Tristeza
no quiero saber de asesinatos de perritos;Tristeza
[sos] este saco de huesitos no me tiene angustiadacomo dejarlo ahi? me ayudara a atraparlo, resguardarlo y estabilizarlo hasta que pueda viajar a #bogota crucen los dedos para que lo logremos;Tristeza
padre, en estos momentos no tengo salud, tengo covib;Tristeza
agarre de todo menos bronceado incluyendo resfriado.;Tristeza
tengo el colon inflamado y no tengo a natalia aqui que me haga masajes hasta que pueda lograr quedarme dormida;Tristeza
yo me paso toooda la bendita semana en dieta, y nada mas es que llegue el fds que hasta ahi llega, ya viene en camino la salchi;Tristeza
si esa pelota pasaba los padres empataban el juego y la historia pudo haber sido otra. . .mookie dijo !stop!;Tristeza
ay si soy y mucho;Tristeza
dios mio,juan david reyes de pasion de gavilanes 2 es el hombre que jamas tendre en la vida;Tristeza
eso si es triste;Tristeza
dios mio porque pasan estas cosas?;Tristeza
nada peor que beber con hipo;Tristeza
conoci una chica en el trabajo el cual me gusto desde el principio y hablamos todo los dias y fue lindo el carino fue mutuo y me hacia sentir especial cosa el cual tenia tiempo sin sentir, indirectamente me ayudo con mi depresion. pero hace me dijo que ya no podiamos seguir.;Tristeza
manana si los compro alla;Tristeza
ya esta diciendo barbaridades el jubileta? y solo es agosto;Tristeza
heyyy que bella! yo quiero;Tristeza
he hablado con venezolanos en chile, y lo que dice el es verdad . no se necesita ser narcotraficante para salir de venezuela;Tristeza
trabajando jamas podre reunir el dinero suficiente para poder sustituir mis lentes.;Tristeza
ando medio desaparecida de aqui. pero es que la vida va tan veloz que ni tiempo de de pasar a escribir ...;Tristeza
sus labios lucen de rojo nos vemos bien de la mano y me gusta el verde en sus ojos si no los comparo con tus ojos marrones;Tristeza
jajajajajajajajaja es verdad gracias por ser siempre el primero;Tristeza
osea no me voy a curar nunca;Tristeza
bueno yo tuve una experiencia pero no era con un espanto precisamente , fue con el arcangel rafael, el que acompana a la virgen de la rosa mistica;Tristeza
41 dias sin beber ?;Tristeza
pero tengo entendido que solo los note. los otros no. yo que tengo el 9;Tristeza
un zoologico en la desidia!! pobres animales, devuelvanlos!! es maltrato animal!! donde estan las instituciones??;Tristeza
yo si soy demasiado insegura por eso siempre me gusta que me recuerdes lo mucho que me quieren;Tristeza
hoy fui a equipar la nevera, pregunte por los precios del jamon y ordene 1/4 kg de jamon del mas barato y le dije al chamo, mi amor rebanalo bonito porque creo que es la ultima vez que lo compro;Tristeza
por mucho que eludas, huyas, corras o evites, llegara el momento en que te encontraras frente a una pared, la confrontacion venezolano contra venezolano es inevitable y mientras mas largas se le de, sera peor;Tristeza
la gastritis me esta matando;Tristeza
pero dejame sentirte una vez por si no te vuelvo a veeeeeer;Tristeza
solo quiero comer mucho helado;Tristeza
que frustrante ser joven y venezolano;Tristeza
sabes que no tienes tamano para el inmenso corazon que tienes????;Tristeza
?que se hace un fin de semana temprano cuando no hay #f1 ni #motogp? aparte de hacer el desayuno...;Tristeza
como los trabajadores residenciales;Tristeza
a mi me quito al gato pero tengo sobrinos... y bueno aunque no tengo gatos en la casa hay un par que llegan a comer y a veces se quedan a dormir;Tristeza
pobre criatura, no entiende lo que le pasa.;Tristeza
necesito nuevos amigos en maracay, los mios tan casado y con hijos.;Tristeza
no le he dedicado ni un minuto de mi vida a leer todo el peo de kanye west pero de verdad que ladilla ese ser dios mio;Tristeza
asi es mano pasamos por lo mismo,mi papa muere de cancer y es muy triste tanto sufrimiento;Tristeza
y de paso se trabaja el sabado;Tristeza
y aqui se acaba de ir.. a las 11:39pm;Tristeza
a un gran amigo se le murio su abuela y lo que escribio en su post, me llego en el alma las abuelas deberian ser eternas;Tristeza
en este momento de mi vida no busco alguien para tirar solo alguien con quien querer bonito;Tristeza
esa misma cancion.;Tristeza
si amigo;Tristeza
la anciana soy yo;Tristeza
ya encontraron al bebe de un ano muerto y con supuestos signos de violencia;Tristeza
que tu novio te de una rosa y perdure mucho tiempo>>>>;Tristeza
hola amigo pense que ibas a narrar el partido de boca para este lado de colombia #espn;Tristeza
jajajajajajaja ayyy graciasss, saca lo peor de mi ese programa;Tristeza
hoy mas nunca quiero el incesticide de nirvana en fisico . pero no tengo plata y la que tengo legal es para comprar ropa que estoy ocupando... picha vivirtssss.;Tristeza
oiga que bonito;Tristeza
ser fit no es lo mio, lo mio es tragarme una hamburguesa y despues arrepentirme;Tristeza
acabo de leer la triste noticia;Tristeza
si es para siempre;Tristeza
y la semana santa se termina trabajando;Tristeza
ya no sigo pensando lo mismo;Tristeza
impactada.. no habia visto la leche tan chititita..;Tristeza
dios mio tengo el corazon en la garganta, mi gata se tuvo que quedar hospitalizada;Tristeza
de nada creeme que me fuera encantado leer algo asi hace 5 meses cuando pase por lo mismo;Tristeza
amiga apoyo tu emprendimiento, pero no voy a comprar el polvo mac hecho en china disculpame;Tristeza
yo massss;Tristeza
cuantos anos tuvo que esperar?;Tristeza
que feo saber que hay colegios que incubren abusadores o no les da seguimiento a las chicas que estan pidiendo ayuda;Tristeza
y como la hiciste mierda?? santo cristooo atado!!!;Tristeza
no entiendo esta moda de hacer paredes verdes con grama de plastico el calor que eso da...;Tristeza
!basta! yo tambien quiero vivir esto, alguien saqueme de latinoamerica y lleveme a estados unidos;Tristeza
como puede estar pasando todo esto? #soscolombia #soscali #soscolombiaddhh #smadasesino #duquemandoamatarnos #duqueparelamasacre #nosestanmasacrando #nomas #sos #colombiaendictadura;Tristeza
ya uno esta es pa los domingos estar en casa de los suegros en asado y luego viendo peliculas;Tristeza
ahora manuel de jesus en tw eso si da miedo jajajajjajajajaja lo cerrare temporalmente imaginate me acaba por fb ni me quiero imaginar por aca ahora;Tristeza
yo quieroooooooo;Tristeza
no me supero;Tristeza
la desgracia... le agregue paprika picante a mi chicha artesanal hecha en casa, en vez de canela. jajshsjshs;Tristeza
yo siempre comparto;Tristeza
antes para ir a la finca llevaba en mi bolso cervezas, hoy me toco llenarlo de panales;Tristeza
miercoles 29 de septiembre;Tristeza
manana ya solo quedaremos 3 de mi grupo en el pais.;Tristeza
nada sin el;Tristeza
la ori que ya puede reconocer como se ve la violencia emocional en el ambito familiar no puede soportar ver como los padres maltratan a sus hijos like it's nothing. dios mio bendito, si ustedes supieran el dano que les estan haciendo a sus hijos por favor basta;Tristeza
demasiado rapido;Tristeza
la forma en la que milito siempre que se tumba conmigo tiene que estar tocandome aunque sea con una patita;Tristeza
si bueno para la semana despues del 18 /11. 4 dias de disfrute .;Tristeza
infinita. y al cafe con leche, amor incondicional.;Tristeza
hoy ha sido un dia que definitivamente no quiero repetir;Tristeza
si es mio o no debo tocarlo;Tristeza
mi hermana cumplio 13 anitos y no me lo creo;Tristeza
quisiera llorar pero no me salen lagrimas;Tristeza
a donde va uno cuando esta triste?;Tristeza
ya llevo un par de anos esperando que me den ganas de creer en ello nuevamente peeeero nooo que desgaste.;Tristeza
los pobres bomberos en la indigencia!;Tristeza
abuelita perdoname por llorarte tanto, pero entre mas dias, mas me dueles y no asimilo tu partida. descansa en paz amor de mi vida;Tristeza
todossssss, eso pasa por quejarnos,le dijimos a maduro que esas lentejas venian muy sucias y no nos gustaba,ahora nos mandan una metra que hay que remojarla 3 dias;Tristeza
que ilusos. me arrepentire toda la vida. aunque ya pa'que;Tristeza
ay mk mi adolescencia crecio y se fue con ellos;Tristeza
el abuso sexual, en algunos casos, se supera, pero en otros, lastimosamente, la herida emocional queda alli, abierta, dolorosa y latente. ni se imaginan ese horror. ni se imaginan el panico. ni se imaginan la impotencia. #yositecreo;Tristeza
"esta horrible... ahora como que funciona por ""horarios"" me funciona bien es por las noches tipo 10 y en la manana a las 9:00am deja de funcionar";Tristeza
extrano dormir con mi amor;Tristeza
viendo spiderman , me quede dormido;Tristeza
"yo me siento igual, es demasiado horrible y desesperante y ademas una cardiopatia, la vida normal me cansa full pero si, me han dicho los medicos que son sintomas post covid a mi me han mandado vitaminas y carvedilol para el corazon, si fue luego de ""la gripe"" (omicron)";Tristeza
y bueno hoy fui super rela a un cumpleanos disque para salir de la rutina llegando: me puedes revisar un mapa que me hice? como te va con los pacientes covid? que sera bueno para esta dermatitis?;Tristeza
asi son los lideres del socialismo...;Tristeza
si temblo feito;Tristeza
te amo mas que a nada no quiero que me dejes y la matan. ay no pero que bello.;Tristeza
increible que yo este en barranquilla y no tenga un borito juniorista para verme el partido;Tristeza
yo no soporto a esa gente que sube mil estados, tengo la mitad de mis contactos en silencio;Tristeza
ha bajado el flujo de empanadas;Tristeza
toy tan feliz, ya me estoy volviendo grande.;Tristeza
no se puede esperar nada de esto;Tristeza
recibiran un merecido castigo.;Tristeza
que dolor de cabeza tan pendejo;Tristeza
que ganas de beber;Tristeza
que ganas de un perro caliente a esta hora;Tristeza
bueno estoy mamado;Tristeza
malditos sentimientos encontrados, odio sentirme asi;Tristeza
necesito playa, alcohol y sexo #necesitodrenar;Tristeza
nadie me quiere ayudar hacer tarea ?;Tristeza
asi son tenemos q perdonar hasta sus olvidos amiga...;Tristeza
pa que me puse a jugar veeeee.;Tristeza
se me antoja una pizza;Tristeza
aqui pensando como nos ha jodido la vida este gobierno / dictadura a los venezolanos ! entristezco de ver como la gente en otros paises viajan salen y se divierten ! mientras en venezuela el encierro es algo normal [sos]y la vida se va;Tristeza
lo que fluye fluye y ash gn yo solo quiero que me la chupe y se monte encima jajajajaj;Tristeza
lo mas triste;Tristeza
"es un cuento, los ""genios"" ambientalistas asumen que todo es responsabilidad del ser humano, que la tierra como planeta no tiene vida propia";Tristeza
es habitual que suceda eso. fragilidad capilar;Tristeza
ya nada es como antes;Tristeza
uno deja twitter por unas horas y cuando vuelve se encuentra con esta noticia tan lamentable. soldados patriota, leal a la patria y a mi comandante chavez;Tristeza
literal... se va la vida en tirar y piedras y esconder la mano..;Tristeza
comienza marjori a padecer... yo me entiendo;Tristeza
ayudame a seguir difundiendo por favor, mi mama necesita comenzar lo mas pronto posible con el esquema de radioterapia;Tristeza
hay papa;Tristeza
uy no, me dieron unas ganas locas de gastar mi dinero comiendo hamburguesas en pelussos;Tristeza
?me felicitas por mis 24? fue el 02/08 pero desde hace un buen no me regalas felicitacion . te amo;Tristeza
me duele la vida, mi reina dame fuerzas!;Tristeza
aplica para el beisbol - fui un grandioso jugador de la #mlb - ah que maravilla!! - fui una leyenda - fenomenal!! cuantos anillos ganaste? - ninguno... jugaba para los angelinos de los angeles y anaheim;Tristeza
tu dices? ufff, la cantidad de veces que lo he hecho por esa via siendo ignorada a pesar de mi insistencia desde el 18 de junio de 2020;Tristeza
por que todas las mujeres que veo aqui en twitter tienen el abdomen plano, acaso que hacen? no comen arroz, yuca, guineo. diganmeeeeee cual es el secreto;Tristeza
que es estooo, una pelicula???;Tristeza
bueno la vida me da un nuevo golpe... mi pc;Tristeza
madre mia asensio. golazo senores.;Tristeza
el momento justo en el que nos preguntamos cuando crecieron tanto? ya no son tan dependientes de uno, cada vez nos necesitan menos y nosotras tipo;Tristeza
gracias dianis oye si, yo vivo en un sector muy bien ubicado y aun asi el servicio de claro es muy malo ademas de cobros injustificados, por eso me cambio de operador de servicio despues de 10 anos con;Tristeza
14 anos del cierre del mejor canal de venezuela rctv.;Tristeza
quiero un man pero no un novio;Tristeza
no tengo palabras amigos escalante;Tristeza
jajaja me ignora el ... ya no me quiere.;Tristeza
las del mes;Tristeza
hermano aristobulo te recordaremos como amigo hermano y companero de lucha hasta siempre hermano!;Tristeza
si me pregunta que es lo mas feo, diria atorarse con agua sensacion horrible;Tristeza
yo debo terminar (empezar) un trabajo para el cual debo analizar 4 videos sobre educacion por competencias pero tras ver cada video veo 10 de drag race;Tristeza
extrano las fotos carita de culo del flaco... verga vanessita te gusta la huevonada mami.;Tristeza
perdon si se malentendio;Tristeza
en el supermercado que nunca estareb;Tristeza
hay personas que son felices tirando odio, unas malas vibras andantes. uy no;Tristeza
lo unico que le agradezco a esos ataques de panico y ansiedad a las 3 de la manana como tambien a las 12 del dia es aprender a valorar a esas personas importantes para mi, esos momentos de angustia en pensar que podre perder a alguien no se los deseo a nadie;Tristeza
con el pavo noooo;Tristeza
no hay palabras...silencio y paz para tu hermosa!;Tristeza
en mis 19 anos jamas habia vivido uno;Tristeza
penal no pitado;Tristeza
no quiero que se vaya martin;Tristeza
que ganas de estar en taganga;Tristeza
bueno si el tambien es guapo pero tienes a zayn y bryson;Tristeza
ya subi 4 kilos... y faltan varios dias por aqui.;Tristeza
que tristeza tan profunda se siente al pensar que todavia muchos paises tenemos presos politicos;Tristeza
2 semanas sin mtb, necesito salir ya;Tristeza
me va a pasar justo lo mismo....;Tristeza
que colicos tan hptas y sin poder decir voy a dormir un rato;Tristeza
que ganas de viajar, de ir a playaa;Tristeza
que fastidio;Tristeza
que hermoso, el amor de madre es inolvidable;Tristeza
totalmente de acuerdo, como por envidia uno puede acabar con la vida de una persona tan excepcional y con tanto talento? jodaaaa;Tristeza
como dice un compa! mas salada que moco de marinero;Tristeza
mas opciones no hay aunque podria ir apostando por fagioli;Tristeza
descansa en paz patricia;Tristeza
dios mio como lo despiertan a uno con estas noticias;Tristeza
faltan 8 meses para iniciar mi trabajo final de graduacion y ya estoy paniqueando con lo que tengo que hacer;Tristeza
no hace falta que te amo y te extrano mucho;Tristeza
hoy es uno de esos dias donde me hubiera gustado no salir de casa ... not un the mood;Tristeza
mis mananas ya no son las mismas, no puedo irte a besar como siempre lo hacia.;Tristeza
te mando un abrazo, dios les regale mucha fortaleza. lo siento mucho;Tristeza
nadie es inmortal, eso lo creen algunos;Tristeza
bueno me toco me ganaron;Tristeza
pense que solo me pasaba a miiii;Tristeza
solo quiero dormir . es mucho pedir;Tristeza
es tendencia en venezuela!!! gracias por darnos tanto amor y esta maravillosa noticia !estamos muy emocionados! lucero y mijares en concierto;Tristeza
tampoco vi lost. dexter me gusto muchisimo hasta la temporada 4 creo, luego si me decepciono;Tristeza
tener una heladeria al lado de casa es lo mejor y peor todos los dias quiero uno jajaja.;Tristeza
diosmiooooo carmen no nos deja ni respirar una reina;Tristeza
no tomen a lo maldita sea;Tristeza
#28nov | qepd mi buen amigo y camarada nolberto alburguez, excelente ser humano, colaborador y comerciante motatanense. vuela alto nolber;Tristeza
nicole tenia una casita rosada en puerto piritu;Tristeza
esto es lo que me asusta.... #quedateencasa #elcovidnoesjuegocuidate #usacubrebocas;Tristeza
estoy demasiado emocionado con la suspension del papa de britney, ya esa libertad esta a la vuelta de la esquina #freebritney;Tristeza
mi cara con el dolor de dientes por los braketssss!;Tristeza
y tanta gente muriendose de hambre #campesinos #paronacionalcolombia;Tristeza
y en otras noticias, 13-5 ganando bocas a mi tierrita veraguence todo mal ahi;Tristeza
aqui haciendo cuentas de lo que me llega y lo que debo pagar, creo que en la tarde me pongo a llorar un rato.;Tristeza
quiero chocolate en grandes cantidades;Tristeza
ya empezamos mal el lunes, se dano la corneta bluetooth y ni mia es;Tristeza
quiero esto para mi cumple;Tristeza
mientras tanto a las afueras del estadio #soscolombianosestanmatando;Tristeza
soy yo perdon por vitrinear en ig;Tristeza
aun no supero el final que buena mini serie...;Tristeza
cual si no tengo ya;Tristeza
si mana. nada facil el postoperatorio;Tristeza
esto crea un conflicto en mi, no se si decir que me parece bien, pero tampoco estoy muy de acuerdo;Tristeza
que estara pasando dios mio;Tristeza
